timestamp,overview_id,review_id,review_url,rating_date,count_helpful,count_unhelpful,employee_job_end_year,employee_length,employee_responses,employee_status,employee_type,flag_covid,flag_featured,flags_business_outlook,flags_ceo_approval,flags_recommend_frend,rating_culture_values,rating_diversity_inclusion,rating_overall,rating_work_life,summary,company_name,review_advice,url,employee_location,employee_job_title,advice_to_management,overview_url,original_url,review_pros,review_cons,rating_compensation_benefits,rating_senior_leadership,rating_career_opportunities,glassdoor_employer_id
"2023-07-23 00:00:00.000","70172378","70172378","https://www.glassdoor.com/Reviews/Employee-Review-Kum-and-Go-RVW70172378.htm","""2022-10-15T00:00:00.000Z""",1,"",2022,4,"null","","Former Employee","","","POSITIVE","APPROVE","NEGATIVE",4,5,3,2,"Don't expect to advance at your home store","Kum and Go","","","","","","","","They are okay to work for.","Don't expect to be treated fairly from District and General Managers",5,2,"",""
"2023-07-31 00:00:00.000","60910653","60910653","https://www.glassdoor.com/Reviews/Employee-Review-Arzooo-RVW60910653.htm","""2022-03-10T00:00:00.000Z""",4,"",2021,1,"null","","Former Employee","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Worse Company Ever","Arzooo","","","","","","","","provides good salary package on time","too costlier products
bad and each 6 months changing staff
worse team management
too much pressure by senior team
no cooperation by admins
all time thread of losing job
too much work load 
heavy targets but worse products
delivers too late and damage products
credit facility is a way of loot where employee hangs between dealer and company.
if any thing is good then ZSM takes credit
and any one do 1 single mistake then ZSM puts all mistakes on him.",1,1,"",""
"2024-04-02 00:00:00.000","1651","31275583","https://www.glassdoor.co.uk/Reviews/Employee-Review-Microsoft-RVW31275583.htm","""2020-01-13T19:28:20.950Z""",5,"",2020,2,"null","REGULAR","Former employee, more than 1 year","","","POSITIVE","APPROVE","NEGATIVE",2,"",2,2,"Digital Sales Irving TX is a mixed bag","Microsoft","","https://www.glassdoor.co.uk/Reviews/Microsoft-Reviews-E1651_P2854.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Irving, TX","Corporate Account Executive","- provide better new hire training - just because you hire professionals doesn’t automatically mean they know Microsoft. Train them on the tools to do the day-to-day job and how to get things done internally at Microsoft as part of being a new hire. 
- enforce more consistent expectations across all first line managers and teams on the sales floor, as it currently seems like some teams and individuals are great and others aren’t 
- improve and streamline tools internally that are rolled out and needed to do your job - centralize tooling as much as possible 
- provide avenues for AEs to have better access to support for concerns about their job and getting things done 
- prevent first line managers from hiring a team of people composed exclusively of reps from a single company - ensure managers have diversity in backgrounds across their teams versus just hiring their former coworkers or friends 
- try to maintain a little more continuity in business policies and expectations and insulate reps more from the noise that can come from misinformation and constantly shifting business priorities","https://www.glassdoor.co.uk/Overview/Working-at-Microsoft-EI_IE1651.11,20.htm","https://www.glassdoor.co.uk/Reviews/Microsoft-Reviews-E1651.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Microsoft really does have Cadillac benefits - generous 401k matching, best dental insurance I’ve ever had, personal wellness, ESPP etc. Due to the name recognition and company footprint, it’s generally easy to get appointments with your customers, as they are heavily invested in Microsoft technology. Microsoft seems to be continuously innovating their tech as of late, which is helpful to sellers.","Microsoft’s inside sales org in Irving, TX is called Digital Sales within Microsoft’s Small, Medium &amp; Corporate business segment. 
When I joined Microsoft, I expected a world class and extremely formalized training program since the company was so large and talks about digital transformation with their customers. Microsoft was the worst and most impersonal onboarding I’ve ever had. They had you do a quick 2 hour meeting with an HR rep, and from there, you’re released to your manager. On day 1, I had boxes of equipment at my desk and was left to unpack and set up all my equipment myself. No one helped me get up and running to ensure I had a successful first day in role. 
Outside of the standard education videos, which are all more Microsoft and product focused, there was no formalized training to set external hires up for success within Microsoft digital sales. 
It surprised me that for a tech company, the sales tools available are very archaic and systems do not talk to one another. For example, I spent the first 2-3 weeks of my job entering Help Desk tickets with India just to wait on various system access and tools needed to perform my job. This added to what’s already a stressful time starting a new job. Dynamics is a very antiquated CRM tool (basically an electronic filing cabinet) &amp; was cumbersome to maintain accurate sales records in the tool. 
Management within the org was highly political and would impose constantly shifting priorities that worked well for those in leadership to meet their scorecard metrics by creating business rules that forced reps to sell certain products for a management scorecard and jump through countless internal approval hoops if the product was not included in a deal. This led to many reps selling through discounting versus solution selling - setting a bad precedent for future deals. 
There was also a shift in how the specialists teams interact with the digital Account Executives. Some of the specialists used to be AEs and work as field-based resources, while other AEs have 100% inside-based specialists supporting their accounts. Seems like eventually Microsoft will pivot to eliminating either one group of resources or the other in the future. As a result, mandates come down for the AEs to upskill by taking various certification exams to achieve deeper proficiency in the workloads. This is fine, but it makes you wonder if the goal is eventually to try and eliminate some of the specialists. Often, it felt like they were trying to pile as much on the AE as possible when the AE role was explained to me as a generalist sales role. 
Many of the managers within digital sales are extremely duplicitous and political, which created a hostile work environment. Policies would be implemented very haphazardly without the proper training and context for the AE community to fully understand the new policies and adhere to them. 
Since it’s Microsoft, there are also a TON of resources (usually contractors) reaching out internally asking you to intro them to your customers or bothering you constantly to let them engage in your accounts. The issue is many of these resources are also inconsistent and not showing value, so you are having to filter through a ton of internal noise and requests for introductions on top of your daily work. 
The majority of the folks there seemed to be hanging on from when Microsoft first opened this sales org due to the relatively high pay for inside sales; however, many of these employees lack the basic skills and Microsoft knowledge to effectively do their job and take care of their customers - they are just there riding the wave. 
I’d advise against the Digital Sales AE role and Specialist roles in Las Colinas unless you’re have worked heavily in the Microsoft ecosystem and come to the role with that background and knowledge of what you are getting into. If you come from another software company, you will likely not get the enablement your need to effectively navigate the complexities of Microsoft and management’s constantly shifting priorities.",4,1,3,"1651"
"2023-07-31 00:00:00.000","42042044","42042044","https://www.glassdoor.com/Reviews/Employee-Review-AMP-Services-WA-RVW42042044.htm","""2021-02-05T00:00:00.000Z""",4,"",2020,1,"null","","Former Employee","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,2,1,1,"Please look elsewhere.","AMP Services WA","","","","","","","","The front desk receptionist there is extremely helpful and the company is located across the street from a Taco Bell and KFC which makes meal breaks more convenient.","The downside about working at AMP is their horrible upper management and the toxic outdated work culture that they implement within the company. That being said, the CEO’s response during the pandemic was, “Working from home is an earned privilege” while many accounting firms has taken the initiation to work from home until November 2021.

The technology and IT infrastructure there is obsolete and outdated with software that crashes quite frequently. 

As a client service accounting company, we understand that demanding hours are expected from January through April. 
However, working 50-55 hours is expected year-round which makes a work-life balance non-existent.",1,1,"",""
"2024-03-29 00:00:00.000","1651","8572659","https://www.glassdoor.co.uk/Reviews/Employee-Review-Microsoft-RVW8572659.htm","""2015-11-07T12:52:35.677Z""",3,"",2012,20,"null","REGULAR","Former employee, more than 10 years","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,"",1,2,"Sorry Microsoft - crummy place to work","Microsoft","","https://www.glassdoor.co.uk/Reviews/Microsoft-Reviews-E1651_P4018.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Bellevue, WA","Group and Senior Product Manager","If you want Millennials to give you a second look it is time to overhaul the dinosaur HR tactics that are prevalent. Millennials want bold, fresh approaches for their career growth. In addition, there is a seeming intolerance for the 40 and 50+ age crowd - the very folk that want to work very hard and bring great balance and experience to a team.
Satya - you came on board with much expected of you. Seems like the old processes and mindset is still in place. Solution: enable diverse teams that are truly diverse: by age, gender, race. Get HR processes off the backs of employees that want to try new growth areas. If you need to reduce headcount do it the ethical way with formal RIFs and not play games with individuals.","https://www.glassdoor.co.uk/Overview/Working-at-Microsoft-EI_IE1651.11,20.htm","https://www.glassdoor.co.uk/Reviews/Microsoft-Reviews-E1651.htm?filter.iso3Language=deu&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Azure and Office 365 - cool tech with a growing customer base.","Sorry Microsoft - but nothing has changed since I Ieft. In fact, given the horror stories I hear when I meet with colleagues still working there - the forced ranking is still there: zero bonuses even when goals are exceeded. No tolerance for employees that want to take career risks and try new areas for growth: if the fit turns out to be a poor fit - you are labeled ""no internal moves"" and you time at MS is over. Last, there is a strong tendency for Indians to hire Indians - look at some of the teams - is there really such a sad lack of diverse folk that could be hired into each team?",2,1,1,"1651"
"2024-04-02 00:00:00.000","1651","30687391","https://www.glassdoor.co.uk/Reviews/Employee-Review-Microsoft-RVW30687391.htm","""2019-12-03T18:52:11.113Z""",1,"",2019,1,"null","CONTRACT","Former Contractor, less than 1 year","","","POSITIVE","APPROVE","POSITIVE",2,"",2,4,"You feel very disposable","Microsoft","","https://www.glassdoor.co.uk/Reviews/Microsoft-Reviews-E1651_P2878.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Redmond, WA","Software Developer","Communicate with your contractors.  I saw my manager 10 times total before my contract was terminated, and none of them were formal meetings between he and I and I wish that had played out differently.","https://www.glassdoor.co.uk/Overview/Working-at-Microsoft-EI_IE1651.11,20.htm","https://www.glassdoor.co.uk/Reviews/Microsoft-Reviews-E1651.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","You get to work in the heart of the beast, a washington legend, with a decent salary.","You are disposable and will be treated as such.  Even though I was the person with the most experience in the technology we were using my ideas were overshadowed, and larger projects had to be pushed off for deadlines.  The turnover was also high, even within my team.  We had people rotating in and out, lots of input for a lot of different sources on progress/expectations, and it led to something of a jumbled mess when it came to development.",3,1,5,"1651"
"2024-04-02 00:00:00.000","991201","63851503","https://www.glassdoor.co.uk/Reviews/Employee-Review-China-Mobile-International-RVW63851503.htm","""2022-05-09T07:22:57.707Z""","","",2022,9,"null","REGULAR","Former employee, more than 8 years","","","NEUTRAL","NO_OPINION","POSITIVE",3,3,4,4,"Benefit is ok","China Mobile International","","https://www.glassdoor.co.uk/Reviews/China-Mobile-International-Reviews-E991201_P12.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Hong Kong","Senior Engineer","Simply the admin system","https://www.glassdoor.co.uk/Overview/Working-at-China-Mobile-International-EI_IE991201.11,37.htm","https://www.glassdoor.co.uk/Reviews/China-Mobile-International-Reviews-E991201.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","colleagues is helpful and nice","too much admin and paper work",4,4,4,"991201"
"2023-07-30 00:00:00.000","2111447","2111447","https://www.glassdoor.com/Reviews/Employee-Review-Smart-Meetings-RVW2111447.htm","""2012-11-05T00:00:00.000Z""",11,5,2012,6,"null","","Former Employee","","","NEUTRAL","DISAPPROVE","NEGATIVE",1,"",1,1,"The worst place you'll ever work!!!","The Run Club","","","","","","","","You get paid. Not a lot, but you get paid.","As an employee expect to be mentally abused. The owners of this company will cuss you out, constantly threaten you with dismissal, and overload you with objectives that serve no real purpose. No sick days, no maternity leave, no 401k. Relationships with other employees are greatly frowned upon. So no after work drinks with the co-workers. They'll be some long nights and ruff days. You will be expected to over deliver, all the time, with little to no reward.

If you're considering working here, be ready to see management have mental break downs, marital disputes, and a colleague or two crying their eyes out after a department meeting. You will also notice that as quickly as a person is hired there will be one or two people quitting or fired just as fast. No one and I do mean no one gets a good reference from this place. Moving on to another position is viewed as betrayal. Overall, employment here is no where near worth the stress, effort, and pay offered. Don't believe me read other posts from past employees. Anyone saying different is most likely the owners them selves.  I have no animosity towards management as I no longer work there, I however cannot in good conscience recommend this place
to any one.",1,1,"",""
"2023-07-25 00:00:00.000","47175577","47175577","https://www.glassdoor.com/Reviews/Employee-Review-Champion-Window-RVW47175577.htm","""2021-05-19T00:00:00.000Z""",2,"",2021,4,"null","","Former Employee","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,3,1,1,"Horrendous management","Champion Window","","","","","","","","-Income is high
-Benefits package is above average","-Income isn’t worth the issues to have to deal with. 
-CEO is a clueless puppet, who has already bankrupted 2 companies before moving to Champion
-Customer service takes a back back seat to profit
-Quality of craftsmanship is low",5,1,"",""
"2023-07-24 00:00:00.000","19294159","71624000","https://www.glassdoor.com/Reviews/Employee-Review-SearchLab-RVW71624000.htm","""2022-12-05T00:00:00.000Z""",7,"",2022,1,"null","","Former Employee","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"No help, long hours, miserable enviornment","SearchLab","","","","","","","","I guess a pro is the job is fully remote","There is no training period here. You do ""tasks"" for other consultants as your training basically. This will typically last less than 2 weeks before you start getting clients. Once you start getting clients, you are on your own. If you have a question about any task at that point, they will refer you to some training manual. You also will be given some extremely difficult clients with unrealistic expectations. If those unrealistic expectations aren't met, they will fire you with no warning. Get ready to work insane hours just to be caught up with overdue. Be prepared to get yelled at when you don't finish work on time. For context, you may get assigned a client that requires 80 hours of work A WEEK, and they will expect those 80 hours to be done end of the week, even if you have to work all night they don't care. Don't waste your time working here there are many other SEO jobs out there that have a better culture, support, and benefits.",3,1,"",""
"2023-08-02 00:00:00.000","62406394","77336498","https://www.glassdoor.com/Reviews/Employee-Review-HashiCorp-RVW77336498.htm","""2023-06-13T00:00:00.000Z""",8,"",2023,2,"null","","Former Employee","","","NEGATIVE","DISAPPROVE","NEGATIVE",4,5,2,3,"Know what you're getting in to","HashiCorp","","","","","","","","People (teammates) Growth Potential Tech","1. Senior Leadership Vision vs Reality is off 2. Technical Leadership has too much control when trying to monetize the software 3. Mid-Level and frontline management have no ideas so they just bark the usual at reps in hopes that will fix issues. 4. Too many tools to manage 5. Sales cycles are very long so don't expect any decent commission checks for at least 12 months 6. Very large amount of equity given which seems good but not when the stock has only gone down since going public.",2,1,"",""
